PDB ID,Chain ID,High Resolution Limit,CATH ID [Res Range],Entity ID,Chain Length,Molecular Weight
"3BC1","F","1.80","","2","59","7009.93"
"3BMO","C","1.60","3.40.50.720 [2-268]","1","288","30669.80"
"3BMO","A","1.60","3.40.50.720 [2-268]","1","288","30669.80"
"3BMO","D","1.60","3.40.50.720 [2-268]","1","288","30669.80"
"3BQO","A","2.00","1.25.40.210 [62-268]","1","211","24216.70"
"3BS4","A","1.60","3.40.50.300 [1-253]","1","260","30539.30"
"3BS5","A","2.00","","1","106","12991.20"
"3BS5","B","2.00","1.10.150.50 [111-185]","2","80","9333.23"
"3BWU","D","1.76","","2","125","13664.30"
"3BWU","C","1.76","2.60.40.360 [2-118], 2.60.40.1070 [122-205]","1","205","22754.00"
"3BWU","F","1.76","","3","142","14841.60"
"3BX1","D","1.85","2.80.10.50 [1-181]","2","181","19908.30"
"3BX1","C","1.85","2.80.10.50 [1-181]","2","181","19908.30"
"3BX4","D","1.70","3.10.100.10 [1-123]","2","146","16790.10"
"3BX4","B","1.70","3.10.100.10 [2-123]","2","146","16790.10"
"3BY4","A","1.55","","1","212","23869.00"
"3BZO","B","1.50","3.40.1690.10 [264-345]","2","83","9480.07"
"3BZO","A","1.50","","1","54","5991.75"
"3C03","A","1.90","3.40.1690.10 [247-343]","1","137","15427.80"
"3C05","C","1.70","4.10.70.10 [5-62]","1","62","6747.77"
"3C05","A","1.70","4.10.70.10 [5-63]","1","62","6747.77"
"3C6W","C","1.75","3.30.40.10 [184-235]","1","59","6792.86"
"3C6W","A","1.75","3.30.40.10 [185-235]","1","59","6792.86"
"3C9A","C","1.60","2.10.25.10 [50-97]","2","52","6012.86"
"3C9A","B","1.60","","1","223","25619.10"
"3C9A","A","1.60","","1","223","25619.10"
"3C9A","D","1.60","2.10.25.10 [50-97]","2","52","6012.86"
"3C9Q","A","1.50","3.10.620.10 [8-202]","1","205","23722.00"
"3CBJ","A","1.80","3.90.70.10 [60P-255]","1","266","29311.60"
"3CF4","G","2.00","3.40.50.1220 [11-170]","2","170","18468.40"
"3CIP","G","1.60","3.40.20.10 [-2-125]","2","128","14338.10"
"3CJK","A","1.80","3.30.70.100 [2-69]","1","68","7394.61"
"3CJK","B","1.80","3.30.70.100 [3-77]","2","75","8317.44"
"3CLS","C","1.65","3.40.50.620 [1-262]","1","264","28929.80"
"3CNQ","P","1.71","3.30.70.80 [9-79]","1","80","8786.07"
"3CPT","B","1.90","3.30.450.30 [2-117]","2","131","14227.20"
"3CPT","A","1.90","3.30.450.30 [3-121]","1","143","15913.00"
"3CX8","B","2.00","","2","203","23323.30"
"3D0Y","A","1.50","1.10.238.10 [1-89]","1","92","10755.00"
"3D2Y","A","1.75","","1","261","29376.20"
"3D3W","A","1.87","3.40.50.720 [1-244]","1","244","25957.00"
"3D6M","A","1.80","3.40.50.1460 [125-297]","1","179","20001.00"
"3D6M","B","1.80","3.30.70.1470 [317-404]","2","89","10418.00"
"3D9N","B","1.60","1.25.40.90 [2-141]","1","145","16940.60"
"3D9N","A","1.60","1.25.40.90 [2-139]","1","145","16940.60"
"3D9T","B","1.50","1.10.1170.10 [252-346]","1","97","11174.60"
"3D9T","A","1.50","1.10.1170.10 [257-346]","1","97","11174.60"
"3DAC","A","1.80","1.10.245.10 [22-106]","1","130","14772.70"
"3DAC","M","1.80","1.10.245.10 [22-106]","1","130","14772.70"
"3DBO","B","1.76","3.40.50.1010 [20-150]","2","150","16241.30"
"3DBO","A","1.76","","1","93","10177.70"
"3DBX","A","2.00","3.30.500.10 [7-186], 2.60.40.10 [187-285]","1","289","32792.70"
"3DD7","C","1.70","","1","135","14782.50"
"3DD7","A","1.70","","1","135","14782.50"
"3DDC","B","1.80","","2","163","18448.40"
"3DGP","B","1.80","3.30.70.1220 [2-64]","2","71","8112.29"
"3DGP","A","1.80","","1","80","9474.84"
"3DLQ","I","1.90","1.20.1250.10 [40-179]","1","151","17123.70"
"3DLQ","R","1.90","2.60.40.10 [20-120]","2","211","24154.40"
"3DS0","A","1.60","","1","86","9487.89"
"3DWG","C","1.53","3.10.20.30 [2-93]","2","93","9564.66"
"3DXE","C","2.00","","1","140","15459.70"
"3DXE","A","2.00","","1","140","15459.70"
"3E1R","A","2.00","","1","58","6839.75"
"3E1R","B","2.00","","1","58","6839.75"
"3ECH","B","1.80","1.10.10.10 [9-141]","1","142","16447.00"
"3ECH","A","1.80","1.10.10.10 [9-142]","1","142","16447.00"
"3EGG","D","1.85","","2","170","18622.60"
"3EGG","C","1.85","2.30.42.10 [475-583]","2","170","18622.60"
"3EGV","B","1.75","","2","147","15511.10"
"3EGV","A","1.75","","1","254","27661.80"
"3EGW","C","1.90","1.20.950.20 [2-216]","3","225","25402.20"
"3EJ9","B","1.50","3.30.429.10 [1-59]","2","70","7516.57"
"3EJ9","E","1.50","3.30.429.10 [1-64]","1","76","8485.72"
"3EJ9","A","1.50","3.30.429.10 [1-62]","1","76","8485.72"
"3EJ9","D","1.50","3.30.429.10 [1-58]","2","70","7516.57"
"3EJ9","C","1.50","3.30.429.10 [1-63]","1","76","8485.72"
"3EJ9","F","1.50","3.30.429.10 [1-58]","2","70","7516.57"
"3EJB","C","2.00","","1","97","10685.60"
"3EJB","A","2.00","","1","97","10685.60"
"3EJB","G","2.00","","1","97","10685.60"
"3EJB","E","2.00","","1","97","10685.60"
"3EMW","A","1.80","","1","217","23849.60"
"3EP6","B","1.70","3.30.360.50 [20-67]","1","67","7694.58"
"3EP6","A","1.70","3.60.90.10 [69-327]","2","260","29887.20"
"3EXB","A","1.60","1.10.520.10 [4-144], 1.10.520.10 [264-292], 1.10.420.10 [145-263]","1","295","33589.40"
"3F2K","A","1.85","","1","226","26775.90"
"3F2K","B","1.85","","1","226","26775.90"
"3F62","A","2.00","","1","109","12368.00"
"3F6Q","A","1.60","1.25.40.20 [2-170]","1","179","20256.90"
"3F6Q","B","1.60","2.10.110.10 [-3-68]","2","72","8288.21"
"3F75","P","1.99","","2","106","12794.40"
"3FF7","C","1.80","3.10.100.10 [75-186]","2","112","12972.60"
"3FF7","D","1.80","3.10.100.10 [75-186]","2","112","12972.60"
"3FFD","P","2.00","","3","108","12597.40"
"3FFG","L","1.54","2.10.25.10 [87-138]","2","52","5589.23"
"3FGR","A","1.80","","1","202","22774.50"
"3FHI","B","2.00","2.60.120.10 [118-241]","2","154","17339.60"
"3FHV","A","1.90","","1","156","15842.40"
"3FHV","B","1.90","","1","156","15842.40"
"3FIV","B","1.85","2.40.70.10 [6-116]","1","116","13280.30"
"3FIV","A","1.85","2.40.70.10 [6-116]","1","116","13280.30"
"3FJU","B","1.60","","2","65","7503.71"
"3FPN","B","1.80","","2","106","12362.90"
"3FPN","A","1.80","","1","119","13347.50"
"3FPU","A","1.76","","1","100","11306.40"
"3FPU","B","1.76","","2","70","7883.81"
"3FSG","B","2.00","3.40.50.1820 [2-266]","1","272","31385.50"
"3FSG","A","2.00","3.40.50.1820 [2-267]","1","272","31385.50"
"3FSG","C","2.00","3.40.50.1820 [2-266]","1","272","31385.50"
"3G2S","B","1.70","1.25.40.90 [6-146]","1","149","16958.60"
"3G2S","A","1.70","1.25.40.90 [2-147]","1","149","16958.60"
"3G5O","C","2.00","3.30.2310.20 [12-98]","2","102","12076.90"
"3G5O","B","2.00","3.30.2310.20 [16-96]","2","102","12076.90"
"3G5O","A","2.00","","1","108","11859.10"
"3G5O","D","2.00","","1","108","11859.10"
"3G9K","S","1.79","","2","177","19594.80"
"3G9K","F","1.79","","2","177","19594.80"
"3GE3","C","1.52","3.10.20.270 [2-84]","3","84","9600.99"
"3GE3","E","1.52","","4","103","11629.00"
"3GEW","C","2.00","2.60.40.360 [2-114]","1","224","24801.30"
"3GEW","B","2.00","2.60.40.360 [2-114]","1","224","24801.30"
"3GJ7","D","1.93","","2","98","10143.60"
"3GJ7","B","1.93","","2","98","10143.60"
"3GJ8","B","1.82","","2","92","9394.63"
"3GJ8","D","1.82","","2","92","9394.63"
"3GL6","A","1.90","","1","52","5802.49"
"3GMO","A","1.60","3.30.500.10 [7-184], 2.60.40.10 [185-281]","1","287","32776.80"
"3GQ1","B","1.50","3.30.1390.10 [35-119]","1","85","9944.35"
"3GQ1","A","1.50","3.30.1390.10 [35-119]","1","85","9944.35"
"3GV4","A","1.72","3.30.40.10 [1-99]","1","107","12023.70"
"3GZE","D","1.98","","1","225","25090.30"
"3GZE","C","1.98","","1","225","25090.30"
"3GZE","B","1.98","","1","225","25090.30"
"3GZE","A","1.98","","1","225","25090.30"
"3GZY","B","1.62","3.10.450.50 [1-186]","2","186","21583.40"
"3H11","A","1.90","3.40.50.1460 [237-480]","1","272","31450.20"
"3H6P","A","1.91","","1","111","11570.80"
"3H6P","D","1.91","","2","96","10317.40"
"3H6P","C","1.91","","2","96","10317.40"
"3H6P","B","1.91","","1","111","11570.80"
"3H6R","A","1.95","","1","152","16810.60"
"3H7H","B","1.55","3.30.70.940 [175-269]","2","106","11954.90"
"3H7H","A","1.55","","1","120","13395.40"
"3HE5","F","1.75","","2","52","6113.90"
"3HE5","D","1.75","","2","52","6113.90"
"3HE5","B","1.75","","2","52","6113.90"
"3HEI","H","2.00","2.60.40.420 [18-149]","2","132","15884.80"
"3HEI","N","2.00","2.60.40.420 [18-149]","2","132","15884.80"
"3HEI","F","2.00","2.60.40.420 [18-149]","2","132","15884.80"
"3HEI","L","2.00","2.60.40.420 [18-149]","2","132","15884.80"
"3HEI","D","2.00","2.60.40.420 [18-149]","2","132","15884.80"
"3HEI","J","2.00","2.60.40.420 [18-149]","2","132","15884.80"
"3HEI","P","2.00","2.60.40.420 [18-149]","2","132","15884.80"
"3HEI","B","2.00","2.60.40.420 [18-149]","2","132","15884.80"
"3HI2","B","2.00","","2","101","11530.20"
"3HI2","A","2.00","","1","76","8518.97"
"3HI2","D","2.00","","2","101","11530.20"
"3HI2","C","2.00","","1","76","8518.97"
"3HNA","A","1.50","2.170.270.10 [949-1235]","1","287","32974.30"
"3HNA","B","1.50","2.170.270.10 [976-1235]","1","287","32974.30"
"3HQM","B","1.74","2.60.210.10 [29-164]","1","145","16485.90"
"3HQM","A","1.74","2.60.210.10 [29-165]","1","145","16485.90"
"3HS8","A","1.90","2.60.40.1230 [701-825], 3.30.310.10 [826-938]","1","273","30744.90"
"3HTU","E","2.00","1.10.10.10 [102-176]","1","79","9024.92"
"3HTU","C","2.00","1.10.10.10 [102-176]","1","79","9024.92"
"3HTU","A","2.00","1.10.10.10 [102-176]","1","79","9024.92"
"3HTU","G","2.00","1.10.10.10 [102-176]","1","79","9024.92"
"3HXI","A","1.80","3.30.760.10 [23-193]","1","189","22237.80"
"3HZH","A","1.96","3.40.50.2300 [13-146]","1","157","17589.30"
"3HZH","B","1.96","3.40.1550.10 [2-159]","2","172","19185.00"
"3I5R","A","1.70","2.30.30.40 [2-82]","1","83","9436.35"
"3IDB","B","1.62","2.60.120.10 [135-265]","2","161","18374.60"
"3IIQ","B","2.00","2.10.109.10 [80-153], 2.10.109.10 [263-323], 2.170.230.10 [154-188], 2.170.230.10 [224-262]","1","249","27966.70"
"3IIQ","A","2.00","2.10.109.10 [79-153], 2.10.109.10 [263-319], 2.170.230.10 [154-188], 2.170.230.10 [224-262]","1","249","27966.70"
"3IP4","C","1.90","","3","100","11279.50"
"3IT4","C","1.70","3.60.70.12 [7-199]","1","199","19981.70"
"3IT4","B","1.70","3.30.2330.10 [200-278]","2","205","21188.50"
"3IT4","A","1.70","3.60.70.12 [7-199]","1","199","19981.70"
"3IT4","D","1.70","3.30.2330.10 [200-278]","2","205","21188.50"
"3IWC","C","1.90","","2","68","7807.78"
"3IWC","B","1.90","","1","62","6999.93"
"3IWC","A","1.90","","2","68","7807.78"
"3IWC","D","1.90","","1","62","6999.93"
"3IXS","C","1.70","","1","111","12614.20"
"3IXS","I","1.70","","1","111","12614.20"
"3IXS","A","1.70","","1","111","12614.20"
"3IXS","G","1.70","","1","111","12614.20"
"3IXS","E","1.70","","1","111","12614.20"
"3IXS","K","1.70","","1","111","12614.20"
"3JR3","A","1.50","3.40.50.1220 [1-29], 3.40.50.1220 [76-116], 3.40.50.1220 [166-246], 3.30.1600.10 [30-75], 3.30.1600.10 [117-165]","1","246","27502.70"
"3JRV","A","1.60","","1","149","17676.50"
"3JRV","B","1.60","","1","149","17676.50"
"3JXT","B","1.50","2.30.42.10 [399-493]","1","104","11145.40"
"3JXT","A","1.50","2.30.42.10 [397-493]","1","104","11145.40"
"3JZA","B","1.80","","2","197","22013.10"
"3K65","A","1.85","2.40.20.10 [169-248]","1","116","12623.60"
"3K6G","B","1.95","","1","111","12110.30"
"3K6G","A","1.95","","1","111","12110.30"
"3K6G","C","1.95","","1","111","12110.30"
"3K9O","A","1.80","1.10.8.10 [158-200], 3.10.110.10 [3-157]","1","201","22487.60"
"3K9X","A","1.90","2.10.25.10 [90-125], 2.10.25.10 [126-175]","1","94","10213.30"
"3K9X","C","1.90","2.10.25.10 [125-168]","1","94","10213.30"
"3KDF","B","1.98","2.40.50.140 [45-171]","2","132","14982.40"
"3KDF","A","1.98","2.40.50.140 [2-116]","1","121","13774.10"
"3KDF","D","1.98","2.40.50.140 [45-172]","2","132","14982.40"
"3KDF","C","1.98","2.40.50.140 [1-118]","1","121","13774.10"
"3KF6","A","1.65","2.40.50.140 [16-154]","1","159","18755.70"
"3KF6","B","1.65","","2","105","11772.60"
"3KJN","B","1.80","3.30.70.1470 [390-479]","2","95","10901.40"
"3KJN","A","1.80","3.40.50.1460 [223-374]","1","164","18640.10"
"3KMR","A","1.80","1.10.565.10 [182-415]","1","266","29967.60"
"3KMT","C","1.78","","1","119","13606.60"
"3KMT","B","1.78","","1","119","13606.60"
"3KMT","A","1.78","","1","119","13606.60"
"3KMU","A","1.80","","1","271","31675.40"
"3KQI","A","1.78","3.30.40.10 [-1-69]","1","75","8575.90"
"3KRA","A","1.90","1.10.600.10 [1-295]","1","295","31947.00"
"3KRA","D","1.90","1.10.600.10 [1-295]","1","295","31947.00"
"3KRA","C","1.90","1.10.600.10 [1-271]","2","274","29756.00"
"3KRA","B","1.90","1.10.600.10 [1-259]","2","274","29756.00"
"3KSE","F","1.71","","2","98","11020.50"
"3KSE","E","1.71","","2","98","11020.50"
"3KSE","D","1.71","","2","98","11020.50"
"3KTA","C","1.63","3.40.50.300 [2-169]","1","182","20416.80"
"3KTA","B","1.63","3.40.50.300 [1007-1177]","2","173","19635.60"
"3KTA","A","1.63","3.40.50.300 [2-169]","1","182","20416.80"
"3KTA","D","1.63","3.40.50.300 [1008-1169]","2","173","19635.60"
"3KU3","B","1.60","3.90.20.10 [1-172]","2","174","20139.30"
"3KUC","B","1.92","3.10.20.90 [56-131]","2","81","9304.96"
"3KUT","A","1.50","","1","88","9421.91"
"3KUT","B","1.50","","1","88","9421.91"
"3KVS","B","1.50","1.10.490.20 [2-171]","2","172","18254.70"
"3KVS","A","1.50","1.10.490.20 [2-162]","1","162","17520.60"
"3KXC","C","2.00","3.30.1380.20 [2-158]","2","158","18007.00"
"3KXC","A","2.00","3.30.1380.20 [16-171]","1","194","21882.70"
"3L51","A","1.51","","1","161","17946.20"
"3L51","B","1.51","","2","166","18985.30"
"3LCN","B","2.00","","1","105","11461.90"
"3LCN","A","2.00","","1","105","11461.90"
"3LF4","B","1.81","2.40.155.10 [69-227]","2","165","18904.20"
"3LGF","A","1.50","2.30.30.140 [1485-1538], 2.30.30.30 [1539-1603]","1","125","14029.80"
"3LIY","E","1.86","2.40.70.10 [1-116]","1","116","12566.60"
"3LIY","A","1.86","2.40.70.10 [1-116]","1","116","12566.60"
"3LIY","D","1.86","2.40.70.10 [1-116]","1","116","12566.60"
"3LIY","C","1.86","2.40.70.10 [1-116]","1","116","12566.60"
"3LIY","F","1.86","2.40.70.10 [1-116]","1","116","12566.60"
"3LIY","B","1.86","2.40.70.10 [1-116]","1","116","12566.60"
"3LPE","B","1.90","","2","59","6587.81"
"3LPE","E","1.90","3.30.70.940 [-1-82]","1","92","9935.52"
"3LPE","H","1.90","","2","59","6587.81"
"3LPE","A","1.90","3.30.70.940 [-1-82]","1","92","9935.52"
"3LPE","D","1.90","","2","59","6587.81"
"3LPE","G","1.90","3.30.70.940 [-1-82]","1","92","9935.52"
"3LPE","C","1.90","3.30.70.940 [-1-82]","1","92","9935.52"
"3LPE","F","1.90","","2","59","6587.81"
"3LQI","C","1.92","","1","183","21305.30"
"3LQI","B","1.92","","1","183","21305.30"
"3LQI","A","1.92","","1","183","21305.30"
"3LXR","F","1.68","","2","192","21936.00"
"3M18","A","1.95","","1","251","27465.90"
"3M1I","B","2.00","2.30.29.30 [71-201]","2","191","21893.80"
"3M4C","A","1.90","1.20.120.10 [1-106]","1","106","11645.10"
"3M4C","D","1.90","1.20.120.10 [1-106]","1","106","11645.10"
"3M4C","C","1.90","1.20.120.10 [1-106]","1","106","11645.10"
"3M4C","B","1.90","1.20.120.10 [1-106]","1","106","11645.10"
"3M7F","B","2.00","2.60.40.150 [112-287]","2","176","20339.20"
"3M91","C","1.80","","1","51","5834.61"
"3M91","A","1.80","","1","51","5834.61"
"3MAT","A","2.00","3.90.230.10 [2-265]","1","265","29454.90"
"3MAZ","A","1.90","3.30.505.10 [171-269]","1","125","14180.10"
"3MC0","B","2.00","2.40.50.110 [33-121], 3.10.20.120 [1-32], 3.10.20.120 [122-233]","2","239","27846.50"
"3MC0","D","2.00","3.10.20.120 [2-32], 3.10.20.120 [122-233], 2.40.50.110 [33-121]","2","239","27846.50"
"3MCB","B","1.90","","2","58","6345.13"
"3MCB","A","1.90","","1","54","5995.02"
"3MEZ","C","1.94","2.90.10.10 [1-110]","1","111","12013.10"
"3MEZ","A","1.94","2.90.10.10 [1-111]","1","111","12013.10"
"3MHP","B","1.70","2.40.30.10 [14-145], 3.40.50.80 [146-309]","1","296","33564.60"
"3MHP","A","1.70","2.40.30.10 [14-145], 3.40.50.80 [146-309]","1","296","33564.60"
"3MKB","C","1.90","1.10.490.10 [1-140]","1","140","14826.90"
"3MKB","B","1.90","1.10.490.10 [1-136]","2","136","15299.50"
"3MKB","A","1.90","1.10.490.10 [1-140]","1","140","14826.90"
"3MKB","D","1.90","1.10.490.10 [1-136]","2","136","15299.50"
"3ML1","B","1.60","","2","135","15392.50"
"3MMG","A","1.70","2.40.10.10 [8-17], 2.40.10.10 [99-181], 2.40.10.10 [206-217], 2.40.10.10 [18-98], 2.40.10.10 [182-205]","1","241","27064.80"
"3MMG","B","1.70","2.40.10.10 [8-17], 2.40.10.10 [99-181], 2.40.10.10 [206-216], 2.40.10.10 [18-98], 2.40.10.10 [182-205]","1","241","27064.80"
"3MMY","D","1.65","","2","56","6273.06"
"3MMY","B","1.65","","2","56","6273.06"
"3MMY","H","1.65","","2","56","6273.06"
"3MMY","F","1.65","","2","56","6273.06"
"3MN7","S","2.00","","2","98","11321.30"
"3MNP","A","1.50","1.10.565.10 [526-782]","1","261","30084.10"
"3MSX","B","1.65","1.10.555.10 [360-551]","2","201","22579.00"
"3MT6","R","1.90","3.90.226.10 [3-191]","1","207","23212.70"
"3MT6","B","1.90","3.90.226.10 [1-191], 3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","E","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","U","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","X","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","H","1.90","3.90.226.10 [1-191]","1","207","23212.70"
"3MT6","a","1.90","","1","207","23212.70"
"3MT6","K","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","N","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","Q","1.90","3.90.226.10 [3-191]","1","207","23212.70"
"3MT6","A","1.90","3.90.226.10 [2-193], 3.90.226.10 [3-193]","1","207","23212.70"
"3MT6","T","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","D","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","G","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","W","1.90","3.90.226.10 [2-192]","1","207","23212.70"
"3MT6","Z","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","J","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","M","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","P","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","S","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","C","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","F","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","V","1.90","3.90.226.10 [3-191]","1","207","23212.70"
"3MT6","Y","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","I","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","b","1.90","","1","207","23212.70"
"3MT6","L","1.90","3.90.226.10 [2-191]","1","207","23212.70"
"3MT6","O","1.90","3.90.226.10 [2-190]","1","207","23212.70"
"3MXN","B","1.55","2.40.50.140 [17-147]","2","150","16168.60"
"3MXN","A","1.55","","1","157","17401.30"
"3N1F","D","1.60","2.60.40.10 [823-924]","2","102","11660.80"
"3N1F","C","1.60","2.60.40.10 [826-924]","2","102","11660.80"
"3N1F","B","1.60","3.30.1380.10 [44-193]","1","169","19122.40"
"3N1F","A","1.60","3.30.1380.10 [43-193]","1","169","19122.40"
"3N3A","D","1.99","3.40.50.360 [3-130]","2","153","17216.40"
"3N3A","C","1.99","3.40.50.360 [3-133]","2","153","17216.40"
"3N3X","A","1.70","3.40.420.10 [1-162], 4.10.470.10 [163-246]","1","246","27093.80"
"3N4I","B","1.56","3.30.1450.10 [1-74], 3.30.1450.10 [75-165]","2","165","17556.50"
"3N4I","A","1.56","3.40.710.10 [26-292]","1","265","28921.00"
"3N55","A","1.57","2.60.40.420 [6-116]","1","119","12758.10"
"3N5B","B","1.90","","2","112","13201.90"
"3N9U","B","1.92","","1","230","26720.70"
"3N9U","A","1.92","","1","230","26720.70"
"3N9U","I","1.92","3.30.70.330 [84-175]","2","156","17711.00"
"3N9U","C","1.92","3.30.70.330 [82-177]","2","156","17711.00"
"3NCE","A","2.00","1.20.1250.10 [14-199]","1","186","21724.80"
"3NCE","B","2.00","2.60.40.10 [102-206], 2.60.40.10 [1-101]","2","210","24378.80"
"3NFL","C","1.91","2.30.42.10 [511-604]","1","107","11694.40"
"3NFL","B","1.91","2.30.42.10 [512-603]","1","107","11694.40"
"3NFL","A","1.91","2.30.42.10 [512-603]","1","107","11694.40"
"3NFL","D","1.91","2.30.42.10 [513-604]","1","107","11694.40"
"3NIL","B","1.75","","1","82","9236.39"
"3NIL","A","1.75","","1","82","9236.39"
"3NIL","F","1.75","","1","82","9236.39"
"3NIL","D","1.75","","1","82","9236.39"
"3NJQ","A","2.00","3.20.16.10 [4-193]","1","193","21209.10"
"3NK4","B","2.00","","1","297","32673.70"
"3NK4","A","2.00","","1","297","32673.70"
"3NPS","A","1.50","2.40.10.10 [16-27], 2.40.10.10 [121-232], 2.40.10.10 [28-120], 2.40.10.10 [233-244]","1","241","26447.70"
"3NV0","B","1.84","3.10.450.50 [2-137]","2","154","17360.30"
"3NV0","A","1.84","3.10.450.50 [201-396]","1","205","23529.50"
"3NVW","A","1.60","1.10.150.120 [92-165], 3.10.20.30 [3-87]","1","164","18002.90"
"3NVW","J","1.60","3.10.20.30 [3-87], 1.10.150.120 [92-165]","1","164","18002.90"
"3NY7","B","1.92","","2","78","8645.46"
"3NY7","A","1.92","3.30.750.24 [433-550]","1","118","13042.30"
"3O0G","D","1.95","1.10.472.10 [145-293]","2","149","17216.90"
"3O0G","E","1.95","1.10.472.10 [145-293]","2","149","17216.90"
"3O2H","A","1.70","3.30.1390.10 [26-106]","1","105","12061.80"
"3O36","A","1.70","3.30.40.10 [823-886], 1.20.920.10 [887-1006]","1","184","21318.40"
"3O36","B","1.70","1.20.920.10 [891-1006], 3.30.40.10 [823-883]","1","184","21318.40"
"3O7A","A","1.67","","1","52","6058.17"
"3OA8","A","1.77","","1","275","30755.40"
"3OA8","D","1.77","","2","208","22350.20"
"3OA8","C","1.77","","1","275","30755.40"
"3OA8","F","1.77","","2","208","22350.20"
"3OA8","B","1.77","","2","208","22350.20"
"3OA8","E","1.77","","1","275","30755.40"
"3OBU","A","1.60","3.10.110.10 [1-145]","1","146","16501.20"
"3OD5","B","1.60","3.40.50.1460 [31-291]","1","278","32054.60"
"3OD5","A","1.60","3.40.50.1460 [31-291]","1","278","32054.60"
"3OLL","B","1.50","1.10.565.10 [262-498]","1","240","27189.10"
"3OLL","A","1.50","1.10.565.10 [262-498]","1","240","27189.10"
"3OMC","B","1.77","2.40.50.90 [682-700], 2.40.50.90 [794-897], 2.30.30.140 [701-793]","1","261","29797.40"
"3OMC","A","1.77","2.40.50.90 [681-700], 2.40.50.90 [794-897], 2.30.30.140 [701-793]","1","261","29797.40"
"3OQI","A","1.70","","1","257","29662.80"
"3OR1","F","1.76","1.10.10.370 [42-105], 3.30.1420.10 [2-41]","3","105","11309.90"
"3OR1","C","1.76","3.30.1420.10 [2-41], 1.10.10.370 [42-105]","3","105","11309.90"
"3OV1","A","1.60","3.30.505.10 [55-156]","1","117","13758.50"
"3OWT","B","2.00","","1","157","18221.60"
"3OWT","A","2.00","","1","157","18221.60"
"3P0Y","A","1.80","3.80.20.20 [310-503]","1","214","23700.90"
"3P4U","C","1.90","3.40.50.1460 [31-175]","1","157","18421.90"
"3P4U","A","1.90","3.40.50.1460 [31-175]","1","157","18421.90"
"3P6Z","C","1.70","","3","71","8391.93"
"3P6Z","I","1.70","","3","71","8391.93"
"3P72","A","1.90","3.80.10.10 [1-269]","1","269","29953.60"
"3P8B","B","1.80","3.30.70.940 [2-86]","2","152","16816.60"
"3P8B","A","1.80","","1","81","9136.41"
"3P8B","D","1.80","3.30.70.940 [2-86]","2","152","16816.60"
"3P8B","C","1.80","","1","81","9136.41"
"3P92","E","1.60","","2","58","6455.44"
"3PLV","A","1.90","3.10.20.90 [1-72]","1","93","10440.90"
"3PLX","B","1.75","2.40.40.20 [26-125]","2","102","11255.60"
"3PO1","B","1.65","2.40.10.10 [37-183]","2","147","17070.70"
"3PO1","C","1.65","2.40.10.10 [185-286]","3","102","11636.30"
"3POB","A","1.80","2.60.120.290 [166-277]","1","115","13091.50"
"3PRO","C","1.80","3.30.300.50 [6-84], 3.30.300.50 [85-162]","2","166","17835.90"
"3PRO","D","1.80","3.30.300.50 [85-162], 3.30.300.50 [6-84]","2","166","17835.90"
"3PT8","A","1.76","1.10.490.10 [1-151]","1","152","17041.60"
"3Q3J","A","1.97","3.10.20.90 [1490-1600]","1","112","13007.90"
"3Q49","B","1.54","1.25.40.10 [24-155]","1","137","15734.00"
"3Q6S","C","1.93","2.40.50.40 [110-173]","1","78","8972.99"
"3Q6S","B","1.93","2.40.50.40 [109-175]","1","78","8972.99"
"3Q6S","A","1.93","2.40.50.40 [109-174]","1","78","8972.99"
"3Q6S","D","1.93","2.40.50.40 [110-174]","1","78","8972.99"
"3Q87","B","2.00","","2","170","19234.00"
"3Q87","A","2.00","","1","125","14175.30"
"3Q9N","B","2.00","3.40.50.720 [0-139]","1","141","16237.80"
"3Q9N","A","2.00","3.40.50.720 [0-140]","1","141","16237.80"
"3QBT","B","2.00","","2","140","16554.70"
"3QBT","H","2.00","","2","140","16554.70"
"3QBT","F","2.00","","2","140","16554.70"
"3QBT","D","2.00","","2","140","16554.70"
"3QBY","C","1.95","","1","94","10714.20"
"3QBY","B","1.95","","1","94","10714.20"
"3QBY","A","1.95","","1","94","10714.20"
"3QF7","D","1.90","","2","50","6237.06"
"3QF7","C","1.90","","2","50","6237.06"
